,news_title,section
28,Suisse: la prolifération de certains types de cactus inquiète,['environnement']
620,Planète Locale du lundi 6 février 2023 - Rhône/Énergies : quelles aides pour rénover ?,['lyon' 'replay-emissions' 'planete-locale']
621,"Planète Locale du lundi 6 février 2023 - ""Paysans du ciel à la terre"" bientôt en salles",['grand-lille' 'replay-emissions' 'planete-locale']
625,Planète locale du lundi 6 février 2023 - Valberg : les stations se mettent au vert,['cote-d-azur' 'replay-emissions' 'planete-locale']
627,Planète locale du lundi 6 février 2023,['alsace' 'replay-emissions' 'planete-locale']
628,Planète Locale du lundi 6 février 2023 - Marseille : une expo sur l'architecture sobre,['marseille' 'replay-emissions' 'planete-locale']
629,Planète locale du lundi 6 février 2023,['normandie' 'replay-emissions' 'planete-locale']
631,Planète locale du lundi 6 février 2023 - Hyères : des plantes moins gourmandes en eau,['var' 'replay-emissions' 'planete-locale']
633,Planète Locale du lundi 6 février 2023 - IDF : le robot qui fabrique votre maquillage,['paris' 'replay-emissions' 'planete-locale']
22830,Planter plus d'arbres dans les zones urbaines pourrait réduire l'impact sanitaire des canicules,['environnement']
23981,"Immeuble démoli à cause de l'érosion: Corinne Lepage estime qu'""on est probablement dans le déni""",['environnement']
24224,Gironde: un immeuble touché par la montée des eaux démoli à Soulac,['environnement']
718,Climat: des chercheurs suggèrent de recourir à la poussière lunaire pour nous protéger du soleil,['environnement' 'climat']
834,"""Des solutions immatures"": des scientifiques du Giec s'insurgent après un tweet de TotalEnergies",['environnement']
874,Antarctique: la banquise n'a jamais été aussi basse pour un mois de janvier,['environnement' 'climat']
573,Planète Locale du lundi 13 février - Eurexpo : le salon primevère fait son retour,['lyon' 'replay-emissions' 'planete-locale']
575,Planète locale du lundi13 février 2023,['alsace' 'replay-emissions' 'planete-locale']
576,Planète locale du lundi 13 février 2023 - Cagnes: Une ode à l'enfance et à la nature,['cote-d-azur' 'replay-emissions' 'planete-locale']
577,"Planète Locale du lundi 13 février - Dunkerque : un carnaval plus ""respectueux""",['grand-lille' 'replay-emissions' 'planete-locale']
578,Planète Locale du lundi 13 février 2023 - Château-Gombert: L'école des métiers du solaire,['marseille' 'replay-emissions' 'planete-locale']
581,Planète locale du lundi 13 février 2023,['normandie' 'replay-emissions' 'planete-locale']
582,Planète locale du lundi 13 février 2023 - Toulon: Tendre vers le zéro déchet,['var' 'replay-emissions' 'planete-locale']
592,Planète Locale du lundi 13 février 2023 - 10e : un atelier pour upcycler votre vaisselle,['paris' 'replay-emissions' 'planete-locale']
15267,Planète Locale du mercredi 11 janvier - Les Orres : des initiatives pour demain ,['bfm-dici' 'replay-emissions' 'planete-locale']
19446,"Planète locale du lundi 23 janvier 2023 - La nature en ville, une propriété dans le Nord ?",['grand-lille' 'replay-emissions' 'planete-locale']
19447,Planète locale du lundi 23 janvier 2023,['normandie' 'replay-emissions' 'planete-locale']
19449,Planète Locale du lundi 23 janvier 2023 - Éléctricité : Voltalis réduit les factures,['lyon' 'replay-emissions' 'planete-locale']
19452,Planète locale du lundi 23 janvier 2023 - Une formation en écoconstruction à l'écomusée,['alsace' 'replay-emissions' 'planete-locale']
19456,Planète locale du lundi 23 janvier 2023 - Devenez propriétaire d'un arbre en IDF,['paris' 'replay-emissions' 'planete-locale']
19458,Planète locale du lundi 23 janvier 2023 - Opération protection du littoral Azuréen,['cote-d-azur' 'replay-emissions' 'planete-locale']
19544,"Planète locale du lundi 23 janvier 2023 - Port-Cros, protéger les mammifères marins.",['var' 'replay-emissions' 'planete-locale']
19547,"Planète Locale du lundi 23 janvier 2023 - Arles, des bijoux fabriqués en or recyclé",['marseille' 'replay-emissions' 'planete-locale']
19645,Antarctique: un immense iceberg se détache de la banquise,['environnement']
19732,"TOUT COMPRENDRE - La pollution aux billes de plastique sur les plages de l'Atlantique, ""un cauchemar environnemental""",['environnement']
20400,"Pollution aux microbilles plastiques sur la côte atlantique: une origine commune possible, selon des experts",['environnement']
20597,Planète Locale du mercredi 25 janvier - Céreste : projet de logement intergénérationnel,['bfm-dici' 'replay-emissions' 'planete-locale']
17486,Allemagne: Greta Thunberg arrêtée lors d'une manifestation contre l'expansion d'une mine de charbon,['environnement']
14093,Planète Locale du 9 janvier 2023 - Une tasse zéro déchet...Comestible ! ,['paris' 'replay-emissions' 'planete-locale']
14096,Planète locale du lundi 9 janvier - Des objets design entièrement recyclés ,['var' 'replay-emissions' 'planete-locale']
14097,Planète locale du lundi 9 janvier 2023,['normandie' 'replay-emissions' 'planete-locale']
14099,Planète locale du lundi 9 janvier 2023,['alsace' 'replay-emissions' 'planete-locale']
14100,Planète Locale du lundi 9 janvier - Un nouveau média marseillais sur le climat ,['marseille' 'replay-emissions' 'planete-locale']
14102,Planète locale du lundi 9 janvier - Côte d'Azur : en route vers la mobilité durable,['cote-d-azur' 'replay-emissions' 'planete-locale']
14103,Planète Locale du 9 janvier 2023 - Planter des arbres le long des routes,['grand-lille' 'replay-emissions' 'planete-locale']
14105,Planète Locale du 9 janvier 2023 - Veganuary : du végétal à la luciole en janvier,['lyon' 'replay-emissions' 'planete-locale']
14194,LIGNE ROUGE - Ces militants écologistes bloquent les routes pour alerter sur la situation climatique,['environnement' 'climat']
14259,"Climat: la couche d'ozone ""en bonne voie"" pour se reconstituer en quatre décennies, selon l'ONU",['environnement' 'climat']
14444,"Il y a plus de petits lacs sur Terre, et ce n’est pas une bonne nouvelle",['environnement' 'climat']
12232,"""Qui aurait pu prédire la crise climatique?"": la phrase d'Emmanuel Macron qui ne passe pas",['environnement']
11405,"""La crue a été plus importante que prévu"": les images des inondations à Quimperlé dans le Finistère",['environnement' 'climat']
11478,2022 se termine avec des températures records,['environnement' 'climat']
11490,2022 a été marqué par de nombreux évènements climatiques,['environnement' 'climat']
11260,Climat: un réveillon historiquement chaud ,['environnement' 'climat']
14547,TOUT COMPRENDRE - Trou dans la couche d'ozone: pourquoi se forme-t-il et comment le reboucher?,['environnement']
14645, Le trou dans la couche d'ozone pourrait se résorber d'ici 40 ans,['environnement' 'climat']
14799,Pyrénées: la neige est enfin de retour sur les pistes,['environnement' 'climat']
14859,Climat: les années 2015 à 2022 ont été les plus chaudes jamais enregistrées dans le monde,['environnement' 'climat']
16765,Planète locale du lundi 16 janvier 2023,['normandie' 'replay-emissions' 'planete-locale']
16767,"Planète Locale du lundi 16 janvier 2023 - Franciliens, réparez plutôt que d'acheter !",['paris' 'replay-emissions' 'planete-locale']
16769,Planète locale du lundi 16 janvier 2023 - Un légume de fiction pour sensibiliser,['cote-d-azur' 'replay-emissions' 'planete-locale']
16770,Planète locale du lundi 16 janvier 2023,['alsace' 'replay-emissions' 'planete-locale']
16792,"Planète locale du lundi 16 janvier 2023 - L'arbousier, rempart contre les incendies ?",['var' 'replay-emissions' 'planete-locale']
16793,Planète Locale du lundi 16 janvier 2023 - Des blouses médicales transformées en Tote Bag,['grand-lille' 'replay-emissions' 'planete-locale']
16794,Planète Locale du lundi 16 janvier 2023 - Optimiser le solaire avec les prévisions météo,['marseille' 'replay-emissions' 'planete-locale']
16796,"Des plages de Loire-Atlantique polluées par des billes de plastique, une plainte déposée",['environnement']
16797,Planète Locale du lundi 16 janvier 2023 - Énergitour : parler d'économies d'énergie,['lyon' 'replay-emissions' 'planete-locale']
17694,"En Allemagne, le village de Lützerath symbole de la lutte anti-charbon",['environnement' 'climat']
17912,TOUT COMPRENDRE - Quel est ce projet de mine de charbon en Allemagne contre lequel manifeste Greta Thunberg?,['environnement' 'climat']
17977,"Gironde: six mois après les incendies, le feu continue de brûler sous terre",['environnement']
17998,Planète Locale du mercredi 18 janvier 2023 - Un film pour connaître la vallée du Bès,['bfm-dici' 'replay-emissions' 'planete-locale']
20898,"Un kangourou arboricole, en voie d'extinction, naît dans un zoo britannique",['environnement']
20930,"La forêt amazonienne ""dégradée"" par l'activité humaine et une ""extrême sécheresse"" devenue plus fréquente",['environnement']
21090,Normandie: le musée d'Utah Beach menacé par la montée des eaux,['environnement' 'climat']
31512,"Sur le green : Investir à la montagne, un placement responsable ? - 26/01",['economie' 'replay-emissions' 'sur-le-green']
21733,Transition énergétique: selon Bruno Le Maire plus de 60 milliards par an supplémentaires sont nécessaires,['environnement']
16293,"Greta Thunberg est venue soutenir les militants de la ZAD de Lützerah, en Allemagne, opposés à l'agrandissement d'une mine de charbon",['environnement' 'climat']
16295,La seconde vie des bois calcinés par les incendies de l'été dernier en Gironde,['environnement' 'climat']
16432,"Le président de la COP28 appelle à réduire les émissions de CO2, mais pas le pétrole",['environnement']
16459,"Des militants écologistes manifestent en Allemagne, à Lüzerath contre l'extension d'une mine de charbon",['environnement' 'climat']
11524,Bretagne: la ville de Quimperlé inondée après une crue exceptionnelle de la Laïta,['environnement' 'climat']
11749,Planète locale du lundi 2 janvier - Centre Alsace : 53 communes ont leur plan climat ,['alsace' 'replay-emissions' 'planete-locale']
11875,Planète locale du lundi 2 janvier - Hyères : 8 tonnes de déchets ramassés en 2022,['var' 'replay-emissions' 'planete-locale']
11882,Planète Locale du lundi 2 janvier 2023 - des bouées de bateaux en luminaires,['marseille' 'replay-emissions' 'planete-locale']
11892,Planète locale du lundi 2 janvier 2023,['normandie' 'replay-emissions' 'planete-locale']
11902,Planète locale du  lundi 2 janvier - Greenpeace : quels enjeux en 2023 dans le 06 ? ,['cote-d-azur' 'replay-emissions' 'planete-locale']
11908,Planète Locale du lundi 2 janvier - Comment cultiver son jardin suspendu dans le Nord ?,['grand-lille' 'replay-emissions' 'planete-locale']
11919, Planète Locale du lundi 2 janvier 2023 - FC Lyon : champion de l'éco-responsabilité ,['lyon' 'replay-emissions' 'planete-locale']
18872,"""Deep Climate"": 20 Français testent la résistance humaine face à des conditions météorologiques extrêmes",['environnement']
22293,Planète locale du lundi 30 janvier 2023,['normandie' 'replay-emissions' 'planete-locale']
22303,Planète locale du lundi 30 janvier 2023 - Préserver les zones humides dans le Var,['var' 'replay-emissions' 'planete-locale']
22304,Planète locale du lundi 30 janvier 2023,['alsace' 'replay-emissions' 'planete-locale']
22305,"Planète locale du lundi 30 janvier 2023 - Vegan, des valeurs éthiques et écologiques",['cote-d-azur' 'replay-emissions' 'planete-locale']
22317,Planète Locale du lundi 30 janvier 2023 - Île-de-France: Offrez une seconde vie à un vieux vélo,['paris' 'replay-emissions' 'planete-locale']
22318,"Planète Locale du lundi 30 janvier 2023 - Écologie: Voir aussi ""Les bonnes nouvelles""",['lyon' 'replay-emissions' 'planete-locale']
22322,Planète Locale du lundi 30 janvier 2023 - Expédition polaire pour alerter sur le climat,['grand-lille' 'replay-emissions' 'planete-locale']
22568,L'Allemagne promet 200 millions d'euros dans la préservation de l'environnement au Brésil,['environnement']
13037,Une étude projette une disparition des glaciers plus rapide que prévue jusqu'en 2100,['environnement' 'climat']
13113,"Dans les stations de ski européennes, les records de chaleur du Nouvel An entraînent un important manque de neige",['environnement' 'climat']
28741,Sur le green : Pourquoi faut-il considérer les risques liés aux catastrophes climatiques dans les portefeuilles - 05/01,['economie' 'replay-emissions' 'sur-le-green']
15943,États-Unis: au moins sept morts après le passage de 45 tornades dans le sud du pays,['environnement' 'climat']
16023,"Bretagne: enquête ouverte sur la ferme aux 12.000 cochons jugée ""dangereuse"" par un collectif",['environnement']
16167,"Sécheresse: de nombreuses nappes phréatiques restent à des niveaux ""préoccupants""",['environnement' 'climat']
21410,La justice ouvre une enquête sur la pollution aux microbilles plastiques sur les plages de l'Atlantique,['environnement']
13806,Climat: les glaciers fondent à vue d'œil,['environnement' 'climat']
13809,"Toulouse: au cœur de l'hiver, la Garonne au plus bas",['environnement' 'climat']
16506,Taxes éoliennes: bataille entre La Baule et Saint-Nazaire pour toucher les subventions,['environnement' 'climat']
16705,"Depuis 3 semaines, la Californie est frappée par de violentes pluies",['environnement' 'climat']
19397,Hérault: un projet de golf crée la discorde autour de sa consommation d'eau,['environnement']
15665,Climat: l'ONU confirme que les huit dernières années sont les plus chaudes enregistrées,['environnement' 'climat']
15777,"Les océans ont connu de nouveaux records de chaleur en 2022, selon une étude",['environnement' 'climat']
19089,Manifestation sur une plage de Loire-Atlantique contre la pollution aux billes de plastique,['environnement']
19158,Une rivière des Balkans devient une véritable décharge flottante apès des inondations,['environnement']
18093,"Dans certaines régions du Groenland, le réchauffement climatique atteint des records",['environnement']
13304,"Record de chaleur, sécheresse... Météo France dévoile le bilan d'une année 2022 inédite",['environnement' 'climat']
13860,LIGNE ROUGE - Ces militants écologistes dégonflent les pneus des véhicules SUV pendant la nuit,['environnement' 'climat']
13912,"Emma Haziza: la ressource en eau ""se réduit comme une peau de chagrin""",['environnement' 'climat']
12520,"Planète Locale du mercredi 4 janvier 2023 - Le lagopède alpin, une relique glaciaire",['bfm-dici' 'replay-emissions' 'planete-locale']
12561,Climat imprévisible: le mimosa est-il chamboulé?,['environnement' 'climat']
53599,Climat : la couche d'ozone en bonne voie pour se reconstituer,['demain' 'environnement']
56693,Antarctique : une nouvelle colonie de manchots empereurs découverte,['demain' 'environnement']
72020,Économie circulaire : Le recyclage de 100 % des métaux est-il un objectif atteignable ?,['planete' 'environnement']
72372,Bretagne : Pourquoi le géant de l’énergie Iberdrola va financer des projets environnementaux,['planete' 'environnement']
75494,Environnement : Le Medef et l’Afep demandent aux entreprises de lier climat et rémunération des dirigeants,['planete' 'environnement']
75220,COP15 Biodiversité : Le projet d’accord vise un fonds d’aide de 20 milliards et 30 % de la planète protégée,['planete' 'cop']
74528,Feux de forêt : Record de surfaces brûlées en Europe en 2022,['planete' 'environnement']
74947,Allier : Une résidence immobilière aménagée avec la Ligue de protection des oiseaux,['planete' 'environnement']
74955,Finistère : Des fauconniers utilisent leurs rapaces pour faire fuir les étourneaux,['planete' 'environnement']
74582,« Venise verte » : Tout l’écosystème du Marais poitevin menacé,['planete' 'environnement']
72855,Environ 15 % des Français prêts à payer plus cher leur billet d’avion pour compenser l’empreinte carbone,['planete' 'environnement']
75775,Deux-Sèvres : Le remplissage de la première « méga bassine » jugé « catastrophique » par ses opposants,['planete' 'environnement']
73054,"Pollution : En roulant, les voitures renvoient de nombreuses particules en suspension dans l’air",['planete' 'environnement']
73510,Un milliard d’euros pour une Méditerranée « plus verte »,['planete' 'environnement']
75188,"COP15 Biodiversité : Les négociations continuent, un accord en vue ?",['planete' 'environnement']
72416,Doit-on « l’invention » de l’écologie au naturaliste allemand Alexander von Humboldt ?,['planete' 'environnement']
72571,Environnement : Bruxelles va donner son feu vert à la suppression des vols intérieurs courts en France,['planete' 'environnement']
75966,"Environnement : Le gouvernement devra mieux protéger les riverains des épandages de pesticides, exige le Conseil d’Etat",['planete' 'environnement']
75976,Recyclage : Ce maroquinier New-yorkais offre une seconde vie à des millions de sacs plastique usagés,['planete' 'environnement']
74884,Pesticides : Un député dénonce « l’indécence » des exportations françaises de produits interdits,['planete' 'environnement']
75868,Réchauffement climatique : L’archipel des Tuvalu crée son « double digital » avant d’être englouti par les eaux,['planete' 'environnement']
61,Mais qui sera le « Mollusque de l’année » ?,['planete' 'environnement']
171,Écologie urbaine : Le boom des plantes d’intérieur comble-t-il un « désir de nature » chez les jeunes citadins ?,['planete' 'environnement']
312,Sécheresse : Un arrêté de restriction d’eau pris en Guadeloupe,['planete' 'secheresse']
82,Pollution : Deux plaintes déposées contre ArcelorMittal à Fos-sur-Mer et à Dunkerque,['planete' 'environnement']
336,"Environnement : « Nous avons brisé le cycle de l’eau, détruit les écosystèmes et contaminé les eaux souterraines »",['planete' 'environnement']
126,Écologie : Kevin a transformé sa cour en un jardin durable et autosuffisant,['planete' 'environnement']
14,Hauts-de-France : Quelles mesures pour lutter contre la sécheresse qui devient récurrente ?,['planete' 'secheresse']
64,"Sécheresse : Le plan Eau, enfin « bouclé », sera présenté « la semaine prochaine »",['planete' 'secheresse']
203,Pollution : Deux plaintes déposées contre ArcelorMittal à Fos-sur-Mer et à Dunkerque,['planete' 'environnement']
167,"Environnement : « Nous avons brisé le cycle de l’eau, détruit les écosystèmes et contaminé les eaux souterraines »",['planete' 'environnement']
246,"« Earth hour » : A Lyon, près de 370 bâtiments resteront éteints ce samedi",['planete' 'environnement']
53,TotalEnergies : La justice française déboute des ONG opposées au mégaprojet en Ouganda et Tanzanie,['planete' 'environnement']
309,Écologie : Kevin a transformé sa cour en un jardin durable et autosuffisant,['planete' 'environnement']
63,"« Earth hour » : A Lyon, près de 370 bâtiments resteront éteints ce samedi",['planete' 'environnement']
67,"Environnement : « Nous avons brisé le cycle de l’eau, détruit les écosystèmes et contaminé les eaux souterraines »",['planete' 'environnement']
35,Sécheresse dans les Pyrénées-Orientales : Seize communes menacées de ruptures d’eau potable,['planete' 'secheresse']
103,Val-de-Marne : Plus de 500 arbres distribués gratuitement par le Département dimanche 16 avril,['planete' 'environnement']
277,Hauts-de-France : Quelles mesures pour lutter contre la sécheresse qui devient récurrente ?,['planete' 'secheresse']
159,Mais qui sera le « Mollusque de l’année » ?,['planete' 'environnement']
90,Hauts-de-France : Quelles mesures pour lutter contre la sécheresse qui devient récurrente ?,['planete' 'secheresse']
136,"Sécheresse : Le plan Eau, enfin « bouclé », sera présenté « la semaine prochaine »",['planete' 'secheresse']
263,Pesticides : Trois questions sur le S-métolachlore qui va bientôt être interdit,['planete' 'environnement']
70,Pesticides : Trois questions sur le S-métolachlore qui va bientôt être interdit,['planete' 'environnement']
349,"Méditerranée : L’état des lagunes s’améliore, mais le changement climatique les menace",['planete' 'environnement']
94,Cannes : Pêcheurs et élus veulent faire couler le projet d’extension « pharaonique » d’une ferme aquacole,['planete' 'environnement']
38,"Toulouse : Plus écolos et économiques, les serviettes en tissu font leur retour dans les cantines de l’agglomération",['planete' 'environnement']
165,Ariège : Un éleveur condamné pour avoir tué deux vautours fauves dans les Pyrénées,['planete' 'environnement']
185,Écolieux : Une faible empreinte carbone est-elle compatible avec une bonne qualité de vie ?,['planete' 'environnement']
284,Guadeloupe : Vers une « année noire » avec des échouements records de sargasses,['planete' 'environnement']
81542,Ecologie : Des militants de Greenpeace montent à bord d’un navire pétrolier de Shell,['planete' 'environnement']
166,"Méditerranée : L’état des lagunes s’améliore, mais le changement climatique les menace",['planete' 'environnement']
299,Cannes : Pêcheurs et élus veulent faire couler le projet d’extension « pharaonique » d’une ferme aquacole,['planete' 'environnement']
334,Sports d’hiver : Les stations de ski sont-elles trop dépendantes de la neige artificielle ?,['planete' 'environnement']
91,Pesticides : Trois questions sur le S-métolachlore qui va bientôt être interdit,['planete' 'environnement']
123,Hérault : De nombreuses paillotes sont illégales… mais cruciales pour l’économie,['planete' 'environnement']
91,Guadeloupe : Vers une « année noire » avec des échouements records de sargasses,['planete' 'environnement']
15,Cannes : Pêcheurs et élus veulent faire couler le projet d’extension « pharaonique » d’une ferme aquacole,['planete' 'environnement']
223,"Toulouse : Plus écolos et économiques, les serviettes en tissu font leur retour dans les cantines de l’agglomération",['planete' 'environnement']
30,"Toulouse : Plus écolos et économiques, les serviettes en tissu font leur retour dans les cantines de l’agglomération",['planete' 'environnement']
334,Ariège : Un éleveur condamné pour avoir tué deux vautours fauves dans les Pyrénées,['planete' 'environnement']
353,Écolieux : Une faible empreinte carbone est-elle compatible avec une bonne qualité de vie ?,['planete' 'environnement']
128,Cannes : Pêcheurs et élus veulent faire couler le projet d’extension « pharaonique » d’une ferme aquacole,['planete' 'environnement']
164,Sports d’hiver : Les stations de ski sont-elles trop dépendantes de la neige artificielle ?,['planete' 'environnement']
78326,"Même si on arrêtait d’en produire aujourd’hui, les plastiques mettraient des millénaires à être digérés par la Terre",['planete' 'environnement']
78377,Canada : Une entreprise minière condamnée à une lourde amende pour avoir pollué un fleuve,['planete' 'environnement']
80394,Empreinte environnementale : Pourquoi il devient urgent de « déserter » les grandes villes,['planete' 'environnement']
80473,Déchets : L’interdiction des emballages à usage unique est-elle (vraiment) respectée ?,['planete' 'environnement']
79266,Transition énergétique : Bruxelles va légiférer pour « une industrie à zéro émission nette »,['planete' 'environnement']
77916,Val-de-Marne : Une association veut sauver un chêne de 400 ans à Saint-Maur-des-Fossés,['planete' 'environnement']
81060,"Deux-Sèvres : Un chacal doré photographié à deux reprises, deux ans après une première observation dans le département",['planete' 'environnement']
76851,Rétro 2022 : Tout n'est pas cata dans le climat... Testez-vous avec  un quiz sur les « good news » pour la planète,['planete' 'environnement']
78108,"Environnement : En 2022, le coût des catastrophes naturelles est estimé à 270 milliards de dollars",['planete' 'environnement']
78224,"La couche d’ozone va mieux, mais il ne faut pas crier victoire trop vite",['planete' 'environnement']
79364,Climat : La France compte parmi les pays les mieux préparés à un « avenir vert »,['planete' 'environnement']
80556,Gard : Un camping français élu champion d’Europe de l’écologie,['planete' 'environnement']
80565,"Débat sur le nucléaire : Plusieurs associations claquent la porte, dénonçant une « mascarade démocratique »",['planete' 'environnement']
80663,Recours devant le Conseil d’Etat face au risque d'« effet cocktail » des pesticides,['planete' 'environnement']
78769,"Climat : Le président de la COP28, patron d’un géant pétrolier, appelle à réduire les émissions de C02",['planete' 'cop']
81172,Géologie : Rechercher une rivière « disparue » pour comprendre la circulation des eaux souterraines,['planete' 'environnement']
77439,Évolution : Comment les yeux des rennes « se transforment » pour mieux affronter l’hiver polaire,['planete' 'environnement']
78614,Déforestation au Brésil : La future législation européenne peut-elle (vraiment) changer la donne ?,['planete' 'environnement']
78630,Sécheresse : Tout comprendre à la situation « préoccupante » des nappes phréatiques,['planete' 'environnement']
78739,Biodiversité : Qu’est-ce que cette « cartographie génétique » des fonds marins que lance la France ?,['planete' 'environnement']
80763,Boues rouges : Comment des militants écologistes ont remporté une vraie victoire environnementale,['planete' 'environnement']
80860,"Hausse en hiver, chute au printemps... Que nous apprennent dix ans de comptage des oiseaux dans nos jardins ?",['planete' 'environnement']
80881,Le Havre : Le controversé terminal méthanier flottant bénéficie-t-il d’un régime juridique « sur mesure » ?,['planete' 'environnement']
79978,Environnement : Faut-il culpabiliser de manger des avocats ?,['planete' 'environnement']
78444,Brésil : Lula officialise la candidature de Belem pour accueillir la COP30 en 2025,['planete' 'environnement']
80236,"Coccinelle, plante compagne… Trois questions sur la fin des « tueurs d’abeilles »",['planete' 'environnement']
67797,"Selon Météo France, 2022 sera l’année la plus chaude jamais enregistrée dans le pays",['environnement' 'climat']
67806,Nucléaire civil : comment Macron veut renforcer la coopération avec les Etats-Unis,['environnement' 'nucleaire']
67726,"Dans le Finistère, plein flou autour du retour du loup",['environnement' 'biodiversite']
67735,"En Seine-et-Marne, des pieds de vigne sauvage pour sauver la vigne du futur",['environnement' 'biodiversite']
67745,Protection des requins : une décision «historique» au sommet international des espèces menacées,['environnement']
67749,"Déforestation au Brésil : Carrefour toujours complice, dénonce l’ONG environnementale Mighty Earth",['environnement']
69098,Les Etats européens reportent la réduction des pesticides,['environnement' 'agriculture']
69106,"Au Pays basque, une mesure pour dire bail bail à Airbnb ?   ",['environnement' 'agriculture']
69110,"Prix du lait : en France, labeur sans l’argent du beurre",['environnement' 'agriculture']
69115,"«On ne laissera pas ce projet émerger» : au Pays basque, la lutte contre la disparition des terres agricoles",['environnement' 'agriculture']
69119,L’Europe connaît la grippe aviaire «la plus dévastatrice» de son histoire,['environnement' 'agriculture']
69122,"Affaire du siècle : le délai accordé à l’Etat arrive à échéance, les ONG réclament des preuves d’action",['environnement']
69131,Pesticides dans les sapins : Agir pour l’environnement alerte sur les conditions de culture,['environnement' 'agriculture']
68992,COP 15 biodiversité : vers un projet d’accord en mesure de «donner une chance à la nature» ?,['environnement' 'biodiversite']
69015,"COP 15 biodiversité : «L’échec n’est pas dans la science, mais dans le court-termisme et l’opportunisme politique»",['environnement' 'biodiversite']
69412,"Dernière Rénovation : «Ce qu’on fait, c’est la moindre des choses»",['environnement']
69414,Comment les militants écolos sont passés de la théorie à l’action,['environnement']
69416,«2022 sera de loin l’année la plus chaude jamais mesurée en France»,['environnement' 'climat']
68519,COP 15 Biodiversité : «Le meilleur moyen de conserver les écosystèmes est de protéger les droits des peuples autochtones» ,['environnement']
69312,Incendies : l’été où toute la France a flambé,['environnement' 'climat']
69317,"Climat, la première année du reste de nos vies",['environnement' 'climat']
68603,"Risques de verglas et de neige dans le Centre-Est, alerte Météo France",['environnement']
68613,"Une cimenterie à l’arrêt après une action de militants écolos, Lafarge et la majorité dénoncent une «opération criminelle»",['environnement' 'pollution']
68651,«Taxe carbone» aux frontières de l’UE : tout comprendre à ce nouveau mécanisme de protection vert,['environnement']
68663,L’UE adopte une «taxe carbone» aux frontières pour rendre ses importations industrielles moins néfastes pour le climat,['environnement']
68670,Fusion nucléaire : les Etats-Unis sur le point de dévoiler un nouveau «Graal» de l’énergie,['environnement' 'nucleaire']
68427,"Dugong, ormeaux, corail de pilaires… La liste rouge des espèces menacées s’allonge encore",['environnement' 'biodiversite']
68466,Pipeline d’hydrogène entre l’Espagne et la France : Macron annonce une mise en service pour 2030,['environnement']
68470,Guerre en Ukraine : un «corridor écologique» réclamé en mer Noire contre l’hécatombe chez les dauphins,['environnement' 'biodiversite']
68478,Le décret interdisant les emballages plastiques pour fruits et légumes jugé «illégal» par le Conseil d’Etat,['environnement' 'alimentation']
68868,"Crabe bleu, moustique tigre, fourmi électrique… Les zinzins de l’espèce",['environnement']
68889,"Au Canada, la société civile réclame un statut juridique pour le fleuve Saint-Laurent",['environnement' 'biodiversite']
68906,EPR de Flamanville : le réacteur prend encore six mois de retard et 500 millions d’euros de plus,['environnement' 'nucleaire']
68917,Encadrement de l’agrivoltaïsme : «Il était temps que le Far West s’arrête»,['environnement' 'agriculture']
68919,70 % d’aides pour les bassines des Deux-Sèvres : les opposants «exigent l’arrêt du financement public»,['environnement' 'agriculture']
67973,Arrêtés sécheresse : une vingtaine de départements concernés en décembre et au-delà,['environnement' 'climat']
68733,Neige et verglas : Météo France réduit le nombre de départements en alerte orange,['environnement' 'climat']
68780,Record de méthane dans l’atmosphère : «Nous avons mis plus d’un an à comprendre cette grande énigme»,['environnement' 'climat']
69024,"Accord de la COP15 : la France et l’UE s’auto-congratulent, les ONG mitigées",['environnement']
69026,"Accord «historique» à la COP 15 biodiversité, retour des Bleus défaits en France, pas de grève massive des trains à Noël… L’actu de ce lundi",['environnement' 'biodiversite']
69040,Dépourvus de dard les guêpes mâles piquent avec les épines de leur organe génital,['environnement']
69063,COP15 de Montréal : ce que contient l’accord «historique» sur la biodiversité ,['environnement' 'biodiversite']
69070,Biodiversité polaire : «On n’est qu’au début de l’effondrement»,['environnement']
68047,"Dans les gorges de Takamaka, à la recherche des braconniers de la Réunion",['environnement' 'biodiversite']
68077,"L’anniversaire record de la tortue Jonathan, plus vieil animal terrestre du monde",['environnement' 'biodiversite']
68564,Blocage de la COP15 biodiversité : «L’état des discussions sur la question du séquençage génétique est navrant»,['environnement' 'biodiversite']
68582,Pollution sonore maritime : «Le niveau de bruit en mer double tous les dix ans»,['environnement']
68141,"Qatar : petit pays, forte dépendance à l’eau dessalée",['environnement' 'biodiversite']
68155,Des affiches de la Fédération de chasse épinglées par la justice pour plagiat de la LPO,['environnement']
68157,"Sous l’effet du dérèglement climatique, les scolytes montent vers le nord, ravageant les forêts boréales de Finlande",['environnement' 'biodiversite']
68179,"Crise climatique : au Petit-Quevilly, «on veut permettre aux citoyens de plus s’impliquer»",['environnement']
68196,Russie : 2 500 phoques retrouvés morts sur les côtes de la mer Caspienne,['environnement' 'biodiversite']
68283,"Les investissements monstres des géants des hydrocarbures toujours loin de préparer un monde à 1,5°C",['environnement' 'climat']
68301,"COP15 : l’humanité, une «arme d’extinction massive», dénonce António Guterres",['environnement']
68303,Biodiversité : les 5 principales causes directes de la destruction du vivant,['environnement' 'biodiversite']
68304,"Nouvelle indemnité carburants, allègement de la politique «zéro Covid» en Chine, ouverture de la COP sur la biodiversité… l’actu de ce mercredi matin",['environnement' 'biodiversite']
