keyword,high_risk_of_false_positive,category,theme,language
kohlendioxid,false,,changement_climatique_constat,german
komar tygrysi,false,,changement_climatique_constat,polish
konferencja klimatyczna,false,,changement_climatique_constat,polish
konventionelle landwirtschaft,false,,changement_climatique_constat,german
konventionelt landbrug,false,,changement_climatique_constat,danish
koolstofbalans,false,,changement_climatique_constat,dutch
koolstofbalans,false,,changement_climatique_constat,latvian
koolstofdioxide,false,,changement_climatique_constat,dutch
koolstofdioxide,false,,changement_climatique_constat,latvian
koolstofemissie,false,,changement_climatique_constat,dutch
koolstofemissie,false,,changement_climatique_constat,latvian
koolstofimpact,false,,changement_climatique_constat,dutch
koolstofimpact,false,,changement_climatique_constat,latvian
koolstofkrediet,false,,changement_climatique_constat,dutch
koolstofkrediet,false,,changement_climatique_constat,latvian
koolstofneutraliteit,false,,changement_climatique_constat,dutch
koolstofneutraliteit,false,,changement_climatique_constat,latvian
koolstofvoetafdruk,false,,changement_climatique_constat,dutch
koolstofvoetafdruk,false,,changement_climatique_constat,latvian
kraftig nedbør,false,,changement_climatique_constat,danish
kraftig regn,false,,changement_climatique_constat,danish
kraftstoff,false,,changement_climatique_constat,german
krajowy urząd leśny,false,,changement_climatique_constat,polish
krank,false,,changement_climatique_constat,german
krankheit,false,,changement_climatique_constat,german
krebs,false,,changement_climatique_constat,german
kredyty węglowe,false,,changement_climatique_constat,polish
krimp en zwelling van klei,false,,changement_climatique_constat,dutch
krimp en zwelling van klei,false,,changement_climatique_constat,latvian
krowa,false,,changement_climatique_constat,polish
krympning og opsvulmning af ler,false,,changement_climatique_constat,danish
kræft,false,,changement_climatique_constat,danish
kuh,false,,changement_climatique_constat,german
kul,false,,changement_climatique_constat,danish
kuldioxid,false,,changement_climatique_constat,danish
kulstofemission,false,,changement_climatique_constat,danish
kulstofkredit,false,,changement_climatique_constat,danish
kulstofneutralitet,false,,changement_climatique_constat,danish
kulstofpåvirkning,false,,changement_climatique_constat,danish
kulstofregnskab,false,,changement_climatique_constat,danish
kurczenie i pęcznienie glin,false,,changement_climatique_constat,polish
kusterosie,false,,changement_climatique_constat,dutch
kusterosie,false,,changement_climatique_constat,latvian
kvælning,false,,changement_climatique_constat,danish
kvælstof,false,,changement_climatique_constat,danish
kyst erosion,false,,changement_climatique_constat,danish
kysterosion,false,,changement_climatique_constat,danish
kød,false,,changement_climatique_constat,danish
kølighed,false,,changement_climatique_constat,danish
kühle,false,,changement_climatique_constat,german
küstenerosion,false,,changement_climatique_constat,german
lack of water,false,,changement_climatique_constat,english
lagarta processionária,false,,changement_climatique_constat,portuguese
land use planning,false,,changement_climatique_constat,english
landbouw,false,,changement_climatique_constat,dutch
landbouw,false,,changement_climatique_constat,latvian
landbouwer,false,,changement_climatique_constat,dutch
landbouwer,false,,changement_climatique_constat,latvian
landbouwmodel,false,,changement_climatique_constat,dutch
landbouwmodel,false,,changement_climatique_constat,latvian
landbrug,false,,changement_climatique_constat,danish
landbrugsmodel,false,,changement_climatique_constat,danish
landbrugsmæssig,false,,changement_climatique_constat,danish
landmand,false,,changement_climatique_constat,danish
landslide,false,,changement_climatique_constat,english
landwirt,false,,changement_climatique_constat,german
landwirtschaft,false,,changement_climatique_constat,german
landwirtschaftlich,false,,changement_climatique_constat,german
le sollevazioni della terra,false,,changement_climatique_constat,italian
lebensmittelindustrie,false,,changement_climatique_constat,german
lebensmittelverschwendung,false,,changement_climatique_constat,german
livestock farming,false,,changement_climatique_constat,english
lluvia torrencial,false,,changement_climatique_constat,spanish
lluvias intensas,false,,changement_climatique_constat,spanish
locally emitted pollution,false,,changement_climatique_constat,english
lodowiec,false,,changement_climatique_constat,polish
lokal forurening,false,,changement_climatique_constat,danish
lokale umweltverschmutzung,false,,changement_climatique_constat,german
lokale vervuiling,false,,changement_climatique_constat,dutch
lokale vervuiling,false,,changement_climatique_constat,latvian
lokalne emisje zanieczyszczeń,false,,changement_climatique_constat,polish
los levantamientos de la tierra,false,,changement_climatique_constat,spanish
lot samolotem,false,,changement_climatique_constat,polish
lotnictwo,false,,changement_climatique_constat,polish
luchtvaart,false,,changement_climatique_constat,dutch
luchtvaart,false,,changement_climatique_constat,latvian
luchtvervoer,false,,changement_climatique_constat,dutch
luchtvervoer,false,,changement_climatique_constat,latvian
luchtvervuiling,false,,changement_climatique_constat,dutch
luchtvervuiling,false,,changement_climatique_constat,latvian
luchtvervuiling door fijnstof,false,,changement_climatique_constat,dutch
luchtvervuiling door fijnstof,false,,changement_climatique_constat,latvian
luftfahrt,false,,changement_climatique_constat,german
luftfart,false,,changement_climatique_constat,danish
luftforurening,false,,changement_climatique_constat,danish
luftforurening fra partikler,false,,changement_climatique_constat,danish
lufttransport,false,,changement_climatique_constat,danish
luftverkehr,false,,changement_climatique_constat,german
luftverschmutzung,false,,changement_climatique_constat,german
madaffald,false,,changement_climatique_constat,danish
malato,false,,changement_climatique_constat,italian
malattia,false,,changement_climatique_constat,italian
mancanza dacqua,false,,changement_climatique_constat,italian
mar,false,,changement_climatique_constat,spanish
mar,false,,changement_climatique_constat,portuguese
marco temporal,false,,changement_climatique_constat,portuguese
mare,false,,changement_climatique_constat,italian
mariene overstroming,false,,changement_climatique_constat,dutch
mariene overstroming,false,,changement_climatique_constat,latvian
marine heatwave,false,,changement_climatique_constat,english
marine hittegolf,false,,changement_climatique_constat,dutch
marine hittegolf,false,,changement_climatique_constat,latvian
marine hitzewelle,false,,changement_climatique_constat,german
marine submersion,false,,changement_climatique_constat,english
marnowanie żywności,false,,changement_climatique_constat,polish
matriz energética,false,,changement_climatique_constat,portuguese
meat,false,,changement_climatique_constat,english
medio ambiente,false,,changement_climatique_constat,spanish
meer,false,,changement_climatique_constat,german
meeresspiegelanstieg,false,,changement_climatique_constat,german
meeresüberschwemmung,false,,changement_climatique_constat,german
meget varmt,false,,changement_climatique_constat,danish
meio ambiente,false,,changement_climatique_constat,portuguese
mercado de carbono,false,,changement_climatique_constat,portuguese
mes más caluroso,false,,changement_climatique_constat,spanish
mese più caldo,false,,changement_climatique_constat,italian
metan,false,,changement_climatique_constat,polish
metan,false,,changement_climatique_constat,danish
metano,false,,changement_climatique_constat,spanish
metano,false,,changement_climatique_constat,italian
metano,false,,changement_climatique_constat,portuguese
methaan,false,,changement_climatique_constat,dutch
methaan,false,,changement_climatique_constat,latvian
methan,false,,changement_climatique_constat,german
methane,false,,changement_climatique_constat,english
miejska wyspa ciepła,false,,changement_climatique_constat,polish
miks energetyczny,false,,changement_climatique_constat,polish
milieu,false,,changement_climatique_constat,dutch
milieu,false,,changement_climatique_constat,latvian
milieu-impact,false,,changement_climatique_constat,dutch
milieu-impact,false,,changement_climatique_constat,latvian
milieuactivist,false,,changement_climatique_constat,dutch
milieuactivist,false,,changement_climatique_constat,latvian
milieuprobleem,false,,changement_climatique_constat,dutch
milieuprobleem,false,,changement_climatique_constat,latvian
milimetr wody,false,,changement_climatique_constat,polish
miljø,false,,changement_climatique_constat,danish
miljøforkæmper,false,,changement_climatique_constat,danish
miljøproblem,false,,changement_climatique_constat,danish
miljøpåvirkning,false,,changement_climatique_constat,danish
millimeter of water,false,,changement_climatique_constat,english
millimeter vand,false,,changement_climatique_constat,danish
millimeter wasser,false,,changement_climatique_constat,german
millimeter water,false,,changement_climatique_constat,dutch
millimeter water,false,,changement_climatique_constat,latvian
millimetro dacqua,false,,changement_climatique_constat,italian
milímetro de agua,false,,changement_climatique_constat,spanish
milímetro de água,false,,changement_climatique_constat,portuguese
mineração,false,,changement_climatique_constat,portuguese
minister for økologisk omstilling,false,,changement_climatique_constat,danish
minister für den ökologischen wandel,false,,changement_climatique_constat,german
minister of ecological transition,false,,changement_climatique_constat,english
minister transformacji ekologicznej,false,,changement_climatique_constat,polish
minister van ecologische transitie,false,,changement_climatique_constat,dutch
minister van ecologische transitie,false,,changement_climatique_constat,latvian
ministerie van ecologische transitie,false,,changement_climatique_constat,dutch
ministerie van ecologische transitie,false,,changement_climatique_constat,latvian
ministeriet for økologisk omstilling,false,,changement_climatique_constat,danish
ministerio de transición ecológica,false,,changement_climatique_constat,spanish
ministerium für den ökologischen wandel,false,,changement_climatique_constat,german
ministero della transizione ecologica,false,,changement_climatique_constat,italian
ministerstwo transformacji ekologicznej,false,,changement_climatique_constat,polish
ministro da transição ecológica,false,,changement_climatique_constat,portuguese
ministro de transición ecológica,false,,changement_climatique_constat,spanish
ministro della transizione ecologica,false,,changement_climatique_constat,italian
ministry of ecological transition,false,,changement_climatique_constat,english
ministério da transição ecológica,false,,changement_climatique_constat,portuguese
mix energetico,false,,changement_climatique_constat,italian
mix energético,false,,changement_climatique_constat,spanish
mix énergétique,false,,changement_climatique_constat,french
mięso,false,,changement_climatique_constat,polish
model rolnictwa,false,,changement_climatique_constat,polish
modello agricolo,false,,changement_climatique_constat,italian
modelo agrícola,false,,changement_climatique_constat,spanish
modelo agrícola,false,,changement_climatique_constat,portuguese
molto caldo,false,,changement_climatique_constat,italian
morska fala upałów,false,,changement_climatique_constat,polish
morze,false,,changement_climatique_constat,polish
mosquito infestation,false,,changement_climatique_constat,english
mosquito proliferation,false,,changement_climatique_constat,english
mosquito tigre,false,,changement_climatique_constat,spanish
mosquito-tigre,false,,changement_climatique_constat,portuguese
motorveje,false,,changement_climatique_constat,danish
mucca,false,,changement_climatique_constat,italian
mudança climática,false,,changement_climatique_constat,portuguese
mudanças climáticas,false,,changement_climatique_constat,portuguese
muggenplagen,false,,changement_climatique_constat,dutch
muggenplagen,false,,changement_climatique_constat,latvian
muito quente,false,,changement_climatique_constat,portuguese
mutation écologique,false,General,changement_climatique_constat,french
muy caliente,false,,changement_climatique_constat,spanish
myggeplage,false,,changement_climatique_constat,danish
méga-orage,false,,changement_climatique_constat,french
mês mais quente,false,,changement_climatique_constat,portuguese
mückenplage,false,,changement_climatique_constat,german
mückenvermehrung,false,,changement_climatique_constat,german
najcieplejsze lato,false,,changement_climatique_constat,polish
najcieplejszy miesiąc,false,,changement_climatique_constat,polish
najcieplejszy rok,false,,changement_climatique_constat,polish
nationaal bosbeheer,false,,changement_climatique_constat,dutch
nationaal bosbeheer,false,,changement_climatique_constat,latvian
national forestry office,false,,changement_climatique_constat,english
nationales forstamt,false,,changement_climatique_constat,german
nationalt skovkontor,false,,changement_climatique_constat,danish
natural gas,false,,changement_climatique_constat,english
nature journal,false,,changement_climatique_constat,english
naturgas,false,,changement_climatique_constat,danish
negacionista del cambio climático,false,,changement_climatique_constat,spanish
neutralidad climática,false,,changement_climatique_constat,spanish
neutralidad de carbono,false,,changement_climatique_constat,spanish
neutralidade climática,false,,changement_climatique_constat,portuguese
neutralidade de carbono,false,,changement_climatique_constat,portuguese
neutralità carbonica,false,,changement_climatique_constat,italian
neutralità climatica,false,,changement_climatique_constat,italian
neutralité carbone,false,,changement_climatique_constat,french
neutralité climatique,false,,changement_climatique_constat,french
neutralność klimatyczna,false,,changement_climatique_constat,polish
neutralność węglowa,false,,changement_climatique_constat,polish
nicht sehr ökologisch,false,,changement_climatique_constat,german
niedobór wody,false,,changement_climatique_constat,polish
nieefektywny energetycznie budynek,false,,changement_climatique_constat,polish
nierówność,false,,changement_climatique_constat,polish
niet erg milieuvriendelijk,false,,changement_climatique_constat,dutch
niet erg milieuvriendelijk,false,,changement_climatique_constat,latvian
niezbyt ekologiczne,false,,changement_climatique_constat,polish
nitrogen,false,,changement_climatique_constat,english
nitrogênio,false,,changement_climatique_constat,portuguese
nitrógeno,false,,changement_climatique_constat,spanish
no muy ecológico,false,,changement_climatique_constat,spanish
non molto ecologico,false,,changement_climatique_constat,italian
not very eco-friendly,false,,changement_climatique_constat,english
não muito ecológico,false,,changement_climatique_constat,portuguese
o planeta está aquecendo,false,,changement_climatique_constat,portuguese
obszar zalewowy,false,,changement_climatique_constat,polish
oceaan,false,,changement_climatique_constat,dutch
oceaan,false,,changement_climatique_constat,latvian
ocean,false,,changement_climatique_constat,english
ocean,false,,changement_climatique_constat,polish
ocean,false,,changement_climatique_constat,danish
ocean warming,false,,changement_climatique_constat,english
oceano,false,,changement_climatique_constat,italian
oceano,false,,changement_climatique_constat,portuguese
ocieplenie oceanów,false,,changement_climatique_constat,polish
océano,false,,changement_climatique_constat,spanish
odpady,false,,changement_climatique_constat,polish
office national des forêts,false,,changement_climatique_constat,french
oficina nacional de bosques,false,,changement_climatique_constat,spanish
ogień,false,,changement_climatique_constat,polish
ograniczenia,false,,changement_climatique_constat,polish
ogrzewanie,false,,changement_climatique_constat,polish
oil,false,,changement_climatique_constat,english
oil drilling,false,,changement_climatique_constat,english
oil well,false,,changement_climatique_constat,english
ola de calor,false,,changement_climatique_constat,spanish
ola de calor marina,false,,changement_climatique_constat,spanish
olej opałowy,false,,changement_climatique_constat,polish
olie,false,,changement_climatique_constat,danish
olieboring,false,,changement_climatique_constat,danish
olieboring,false,,changement_climatique_constat,dutch
olieboring,false,,changement_climatique_constat,latvian
oliebron,false,,changement_climatique_constat,dutch
oliebron,false,,changement_climatique_constat,latvian
oms,false,,changement_climatique_constat,spanish
oms,false,,changement_climatique_constat,italian
oms,false,,changement_climatique_constat,portuguese
onda de calor,false,,changement_climatique_constat,portuguese
onda de calor marinha,false,,changement_climatique_constat,portuguese
ondata di calore,false,,changement_climatique_constat,italian
ondata di calore marina,false,,changement_climatique_constat,italian
onder water,false,,changement_climatique_constat,dutch
onder water,false,,changement_climatique_constat,latvian
ongelijkheid,false,,changement_climatique_constat,dutch
ongelijkheid,false,,changement_climatique_constat,latvian
ontbossing,false,,changement_climatique_constat,dutch
ontbossing,false,,changement_climatique_constat,latvian
opakowania plastikowe,false,,changement_climatique_constat,polish
opvarmning,false,,changement_climatique_constat,danish
opwarming van de aarde,false,,changement_climatique_constat,dutch
opwarming van de aarde,false,,changement_climatique_constat,latvian
opwarming van de oceanen,false,,changement_climatique_constat,dutch
opwarming van de oceanen,false,,changement_climatique_constat,latvian
ordenación del territorio,false,,changement_climatique_constat,spanish
ordenamento territorial,false,,changement_climatique_constat,portuguese
organización mundial de la salud,false,,changement_climatique_constat,spanish
organização mundial da saúde,false,,changement_climatique_constat,portuguese
organizzazione mondiale della sanità,false,,changement_climatique_constat,italian
orkaan,false,,changement_climatique_constat,dutch
orkaan,false,,changement_climatique_constat,latvian
orkan,false,,changement_climatique_constat,danish
oro negro,false,,changement_climatique_constat,spanish
oro nero,false,,changement_climatique_constat,italian
oruga procesionaria,false,,changement_climatique_constat,spanish
os levantes da terra,false,,changement_climatique_constat,portuguese
osunięcie ziemi,false,,changement_climatique_constat,polish
ouro negro,false,,changement_climatique_constat,portuguese
overheating,false,,changement_climatique_constat,english
overophedning,false,,changement_climatique_constat,danish
overstroming,false,,changement_climatique_constat,dutch
overstroming,false,,changement_climatique_constat,latvian
overstromingsgebied,false,,changement_climatique_constat,dutch
overstromingsgebied,false,,changement_climatique_constat,latvian
overstromingsgevoelig,false,,changement_climatique_constat,dutch
overstromingsgevoelig,false,,changement_climatique_constat,latvian
oversvømmelse,false,,changement_climatique_constat,danish
oversvømmelsestruet,false,,changement_climatique_constat,danish
oversvømmelseszone,false,,changement_climatique_constat,danish
oververhitting,false,,changement_climatique_constat,dutch
oververhitting,false,,changement_climatique_constat,latvian
ozean,false,,changement_climatique_constat,german
ozon,false,,changement_climatique_constat,german
ozon,false,,changement_climatique_constat,polish
ozon,false,,changement_climatique_constat,danish
ozon,false,,changement_climatique_constat,dutch
ozon,false,,changement_climatique_constat,latvian
ozone,false,,changement_climatique_constat,english
ozono,false,,changement_climatique_constat,spanish
ozono,false,,changement_climatique_constat,italian
ozônio,false,,changement_climatique_constat,portuguese
pacte vert,false,,changement_climatique_constat,french
pacto verde,false,,changement_climatique_constat,spanish
pacto verde,false,,changement_climatique_constat,portuguese
pak lodowy,false,,changement_climatique_constat,polish
paliwa kopalne,false,,changement_climatique_constat,polish
paliwo,false,,changement_climatique_constat,polish
pantanal,false,,changement_climatique_constat,portuguese
paris agreement,false,,changement_climatique_constat,english
parisaftalen,false,,changement_climatique_constat,danish
pariser abkommen,false,,changement_climatique_constat,german
pathologie,false,,changement_climatique_constat,german
pathologie,false,,changement_climatique_constat,dutch
pathologie,false,,changement_climatique_constat,latvian
pathology,false,,changement_climatique_constat,english
patologi,false,,changement_climatique_constat,danish
patologia,false,,changement_climatique_constat,polish
patologia,false,,changement_climatique_constat,italian
patologia,false,,changement_climatique_constat,portuguese
patología,false,,changement_climatique_constat,spanish
patto verde,false,,changement_climatique_constat,italian
pecuaria,false,,changement_climatique_constat,portuguese
pecuária,false,,changement_climatique_constat,portuguese
pecuária intensiva,false,,changement_climatique_constat,portuguese
pegada de carbono,false,,changement_climatique_constat,portuguese
pegar avião,false,,changement_climatique_constat,portuguese
perforación petrolera,false,,changement_climatique_constat,spanish
perforazione petrolifera,false,,changement_climatique_constat,italian
perfuração de petróleo,false,,changement_climatique_constat,portuguese
permafrost,false,,changement_climatique_constat,english
permafrost,false,,changement_climatique_constat,german
permafrost,false,,changement_climatique_constat,spanish
permafrost,false,,changement_climatique_constat,danish
permafrost,false,,changement_climatique_constat,italian
permafrost,false,,changement_climatique_constat,dutch
permafrost,false,,changement_climatique_constat,latvian
permafrost,false,,changement_climatique_constat,portuguese
petroleum,false,,changement_climatique_constat,danish
petrolio,false,,changement_climatique_constat,italian
petróleo,false,,changement_climatique_constat,spanish
petróleo,false,,changement_climatique_constat,portuguese
pianeta,false,,changement_climatique_constat,italian
pianificazione ecologica,false,,changement_climatique_constat,italian
pianificazione territoriale,false,,changement_climatique_constat,italian
piogge intense,false,,changement_climatique_constat,italian
pioggia torrenziale,false,,changement_climatique_constat,italian
pięćdziesiąt stopni,false,,changement_climatique_constat,polish
plaga de mosquitos,false,,changement_climatique_constat,spanish
plaga komarów,false,,changement_climatique_constat,polish
plane,false,,changement_climatique_constat,english
planeet,false,,changement_climatique_constat,dutch
planeet,false,,changement_climatique_constat,latvian
planejamento ecológico,false,,changement_climatique_constat,portuguese
planet,false,,changement_climatique_constat,english
planet,false,,changement_climatique_constat,german
planet,false,,changement_climatique_constat,danish
planeta,false,,changement_climatique_constat,spanish
planeta,false,,changement_climatique_constat,polish
planeta,false,,changement_climatique_constat,portuguese
planeta się ociepla,false,,changement_climatique_constat,polish
planetair,false,,changement_climatique_constat,dutch
planetair,false,,changement_climatique_constat,latvian
planetar,false,,changement_climatique_constat,german
planetario,false,,changement_climatique_constat,spanish
planetario,false,,changement_climatique_constat,italian
planetarisk,false,,changement_climatique_constat,danish
planetarny,false,,changement_climatique_constat,polish
planetary,false,,changement_climatique_constat,english
planeten opvarmes,false,,changement_climatique_constat,danish
planetário,false,,changement_climatique_constat,portuguese
planificación ecológica,false,,changement_climatique_constat,spanish
planification écologique,false,General,changement_climatique_constat,french
planowanie ekologiczne,false,,changement_climatique_constat,polish
planowanie przestrzenne,false,,changement_climatique_constat,polish
plastemballage,false,,changement_climatique_constat,danish
plastic packaging,false,,changement_climatique_constat,english
plastic verpakking,false,,changement_climatique_constat,dutch
plastic verpakking,false,,changement_climatique_constat,latvian
plastikverpackung,false,,changement_climatique_constat,german
pod wodą,false,,changement_climatique_constat,polish
podnoszenie się poziomu morza,false,,changement_climatique_constat,polish
podnoszenie się poziomu wód,false,,changement_climatique_constat,polish
podróżowanie,false,,changement_climatique_constat,polish
politica climatica,false,,changement_climatique_constat,italian
politique climatique,false,,changement_climatique_constat,french
politique environnementale,false,,changement_climatique_constat,french
polityka klimatyczna,false,,changement_climatique_constat,polish
pollutant,false,,changement_climatique_constat,english
pollute,false,,changement_climatique_constat,english
pollutes,false,,changement_climatique_constat,english
pollution,false,,changement_climatique_constat,english
pollution émise localement,false,,changement_climatique_constat,french
poluente,false,,changement_climatique_constat,portuguese
polui,false,,changement_climatique_constat,portuguese
poluir,false,,changement_climatique_constat,portuguese
poluição,false,,changement_climatique_constat,portuguese
poluição atmosférica,false,,changement_climatique_constat,portuguese
poluição do ar,false,,changement_climatique_constat,portuguese
poluição local,false,,changement_climatique_constat,portuguese
poluição por partículas finas,false,,changement_climatique_constat,portuguese
política climática,false,,changement_climatique_constat,spanish
política climática,false,,changement_climatique_constat,portuguese
porozumienie paryskie,false,,changement_climatique_constat,polish
potop,false,,changement_climatique_constat,polish
powstania ziemi,false,,changement_climatique_constat,polish
powtarzające się powodzie,false,,changement_climatique_constat,polish
powódź,false,,changement_climatique_constat,polish
pozo petrolero,false,,changement_climatique_constat,spanish
pozzo petrolifero,false,,changement_climatique_constat,italian
poço de petróleo,false,,changement_climatique_constat,portuguese
pożar lasu,false,,changement_climatique_constat,polish
pożary,false,,changement_climatique_constat,polish
pożary lasów,false,,changement_climatique_constat,polish
prendere l’aereo,false,,changement_climatique_constat,italian
prestazione energetica,false,,changement_climatique_constat,italian
problem środowiskowy,false,,changement_climatique_constat,polish
problema ambiental,false,,changement_climatique_constat,spanish
problema ambientale,false,,changement_climatique_constat,italian
processierups,false,,changement_climatique_constat,dutch
processierups,false,,changement_climatique_constat,latvian
processionaria,false,,changement_climatique_constat,italian
processionary caterpillar,false,,changement_climatique_constat,english
processionslarve,false,,changement_climatique_constat,danish
productivism,false,,changement_climatique_constat,english
productivisme,false,,changement_climatique_constat,dutch
productivisme,false,,changement_climatique_constat,latvian
productivismo,false,,changement_climatique_constat,spanish
productivist,false,,changement_climatique_constat,english
productivistisch,false,,changement_climatique_constat,dutch
productivistisch,false,,changement_climatique_constat,latvian
produktivisme,false,,changement_climatique_constat,danish
produktivismus,false,,changement_climatique_constat,german
produktywizm,false,,changement_climatique_constat,polish
produtivismo,false,,changement_climatique_constat,portuguese
produtivista,false,,changement_climatique_constat,portuguese
produttivismo,false,,changement_climatique_constat,italian
proliferación de mosquitos,false,,changement_climatique_constat,spanish
proliferazione delle zanzare,false,,changement_climatique_constat,italian
proliferação de mosquitos,false,,changement_climatique_constat,portuguese
proliferação dos mosquitos,false,,changement_climatique_constat,portuguese
prosciugarsi,false,,changement_climatique_constat,italian
prosciugato,false,,changement_climatique_constat,italian
prozessionsspinnerraupe,false,,changement_climatique_constat,german
przegrzanie,false,,changement_climatique_constat,polish
przemysł,false,,changement_climatique_constat,polish
przemysł rolniczy,false,,changement_climatique_constat,polish
przemysł spożywczy,false,,changement_climatique_constat,polish
przemysłowe rolnictwo,false,,changement_climatique_constat,polish
przewoźnik,false,,changement_climatique_constat,polish
przyszłe pokolenia,false,,changement_climatique_constat,polish
public health,false,,changement_climatique_constat,english
pustynnienie,false,,changement_climatique_constat,polish
quaranta gradi,false,,changement_climatique_constat,italian
quarenta graus,false,,changement_climatique_constat,portuguese
queda de temperatura,false,,changement_climatique_constat,portuguese
queimadas,false,,changement_climatique_constat,portuguese
querosene,false,,changement_climatique_constat,portuguese
queroseno,false,,changement_climatique_constat,spanish
rachunek za energię,false,,changement_climatique_constat,polish
rainwater,false,,changement_climatique_constat,english
rak,false,,changement_climatique_constat,polish
ramp,false,,changement_climatique_constat,dutch
ramp,false,,changement_climatique_constat,latvian
raumplanung,false,,changement_climatique_constat,german
record di caldo,false,,changement_climatique_constat,italian
record di temperatura,false,,changement_climatique_constat,italian
recorde de temperatura,false,,changement_climatique_constat,portuguese
reformaagraria,false,,changement_climatique_constat,portuguese
refugiados climáticos,false,,changement_climatique_constat,spanish
refugiados climáticos,false,,changement_climatique_constat,portuguese
regenwasser,false,,changement_climatique_constat,german
regenwater,false,,changement_climatique_constat,dutch
regenwater,false,,changement_climatique_constat,latvian
regional health agencies,false,,changement_climatique_constat,english
regionale gesundheitsagenturen,false,,changement_climatique_constat,german
regionale gezondheidsagentschappen,false,,changement_climatique_constat,dutch
regionale gezondheidsagentschappen,false,,changement_climatique_constat,latvian
regionale sundhedsagenturer,false,,changement_climatique_constat,danish
regionalne agencje zdrowia,false,,changement_climatique_constat,polish
regnvand,false,,changement_climatique_constat,danish
reisen,false,,changement_climatique_constat,german
reizen,false,,changement_climatique_constat,dutch
reizen,false,,changement_climatique_constat,latvian
rejse,false,,changement_climatique_constat,danish
rekord temperatury,false,,changement_climatique_constat,polish
rekordowe upały,false,,changement_climatique_constat,polish
repeated flooding,false,,changement_climatique_constat,english
residuos,false,,changement_climatique_constat,spanish
ressource planétaire,false,,changement_climatique_constat,french
restricción,false,,changement_climatique_constat,spanish
restriction,false,,changement_climatique_constat,english
restrizione,false,,changement_climatique_constat,italian
restrição,false,,changement_climatique_constat,portuguese
resíduo,false,,changement_climatique_constat,portuguese
retração e expansão das argilas,false,,changement_climatique_constat,portuguese
revista nature,false,,changement_climatique_constat,spanish
revista nature,false,,changement_climatique_constat,portuguese
revue nature climate change,false,,changement_climatique_constat,french
riesgos climáticos,false,,changement_climatique_constat,spanish
rifiuti,false,,changement_climatique_constat,italian
rifugiati climatici,false,,changement_climatique_constat,italian
riscaldamento,false,,changement_climatique_constat,italian
riscaldamento degli oceani,false,,changement_climatique_constat,italian
riscaldamento globale,false,,changement_climatique_constat,italian
rischi climatici,false,,changement_climatique_constat,italian
rising sea levels,false,,changement_climatique_constat,english
rising temperatures,false,,changement_climatique_constat,english
ritiro e rigonfiamento delle argille,false,,changement_climatique_constat,italian
rivista nature,false,,changement_climatique_constat,italian
road infrastructure,false,,changement_climatique_constat,english
road traffic,false,,changement_climatique_constat,english
road transport,false,,changement_climatique_constat,english
rolnictwo,false,,changement_climatique_constat,polish
rolniczy,false,,changement_climatique_constat,polish
rolnik,false,,changement_climatique_constat,polish
ropa naftowa,false,,changement_climatique_constat,polish
rozprzestrzenianie się komarów,false,,changement_climatique_constat,polish
ruch drogowy,false,,changement_climatique_constat,polish
ruimtelijke ordening,false,,changement_climatique_constat,dutch
ruimtelijke ordening,false,,changement_climatique_constat,latvian
réchauffement de l’atmosphère,false,,changement_climatique_constat,french
réchauffement des océans,false,,changement_climatique_constat,french
réchauffement des températures,false,,changement_climatique_constat,french
réchauffement planétaire,false,,changement_climatique_constat,french
récord de calor,false,,changement_climatique_constat,spanish
récord de temperatura,false,,changement_climatique_constat,spanish
salud pública,false,,changement_climatique_constat,spanish
salute pubblica,false,,changement_climatique_constat,italian
samochód,false,,changement_climatique_constat,polish
samochód spalinowy,false,,changement_climatique_constat,polish
samolot,false,,changement_climatique_constat,polish
saúde pública,false,,changement_climatique_constat,portuguese
sceptycyzm klimatyczny,false,,changement_climatique_constat,polish
sceptyk klimatyczny,false,,changement_climatique_constat,polish
scetticismo climatico,false,,changement_climatique_constat,italian
schaliegas,false,,changement_climatique_constat,dutch
schaliegas,false,,changement_climatique_constat,latvian
schiefergas,false,,changement_climatique_constat,german
schrumpfen und quellen von tonböden,false,,changement_climatique_constat,german
schwarzes gold,false,,changement_climatique_constat,german
sciences de l'environnement,false,General,changement_climatique_constat,french
scioglimento dei ghiacci,false,,changement_climatique_constat,italian
scioglimento dei ghiacciai,false,,changement_climatique_constat,italian
scope un et deux,false,,changement_climatique_constat,french
sea,false,,changement_climatique_constat,english
sea level rise,false,,changement_climatique_constat,english
seca,false,,changement_climatique_constat,portuguese
seca,false,,changement_climatique_constat,spanish
secar,false,,changement_climatique_constat,portuguese
secarse,false,,changement_climatique_constat,spanish
seco,false,,changement_climatique_constat,spanish
seco,false,,changement_climatique_constat,portuguese
segurança alimentar,false,,changement_climatique_constat,portuguese
seguridad alimentaria,false,,changement_climatique_constat,spanish
sehr heiß,false,,changement_climatique_constat,german
semterra,false,,changement_climatique_constat,portuguese
sequía,false,,changement_climatique_constat,spanish
seuil de réchauffement,false,,changement_climatique_constat,french
sfida climatica,false,,changement_climatique_constat,italian
shale gas,false,,changement_climatique_constat,english
shrink-swell of clays,false,,changement_climatique_constat,english
siccità,false,,changement_climatique_constat,italian
sick,false,,changement_climatique_constat,english
sicurezza alimentare,false,,changement_climatique_constat,italian
sintflut,false,,changement_climatique_constat,german
