keyword,is_empty,general,agriculture,transport,batiments,energie,industrie,eau,ecosysteme,economie_ressources
météorologique extrême,false,false,false,false,true,false,true,false,false,true
méthane,false,false,false,false,true,false,false,false,false,true
méthanisation,false,false,false,false,true,false,true,false,false,true
méthaniseur,false,false,false,false,false,false,true,false,false,false
micro déchet plastique,false,false,false,false,true,false,true,false,false,true
micro-organisme,false,false,false,false,true,false,true,false,false,true
micro-plastique,false,false,false,false,false,false,false,false,false,true
microbe,false,false,false,false,false,false,false,false,false,true
microplastique,false,true,false,false,false,false,false,false,false,false
micropolluant,false,true,false,false,false,false,false,false,false,false
migrant climatique,false,true,false,false,false,false,false,false,false,false
migration climatique,false,false,true,false,false,false,false,false,false,false
migration des espèces,false,false,false,false,false,false,false,true,false,false
milieu artificiel,true,false,false,false,false,false,false,false,false,false
milieu d'eau douce,false,false,false,true,false,false,false,false,false,false
milieu forestier,false,false,false,false,false,false,false,false,true,false
milieu fragmenté,false,false,false,false,false,false,false,false,true,true
milieu humide,false,false,false,false,false,false,false,false,true,true
milieu montagnard,false,false,false,false,false,false,false,false,true,false
milieu naturel,false,true,false,false,false,false,false,false,false,false
milieux humides,false,false,false,false,false,false,false,false,true,false
milieux naturels,false,true,false,false,false,false,false,false,false,false
militant écologiste,false,true,false,false,false,false,false,false,false,false
militante écologiste,false,false,false,false,false,false,true,false,false,true
millimètre d'eau,false,false,false,false,false,false,true,false,false,true
minerais,false,false,false,false,false,false,true,false,false,true
minerais critiques,false,true,false,false,false,false,false,false,false,false
minerais stratégiques,false,false,false,false,false,false,true,false,false,true
mines,false,false,false,false,false,false,false,false,true,false
ministre de la transition écologique,false,true,false,false,false,false,false,false,false,false
miscanthus,false,false,false,false,false,true,false,false,false,false
mix électrique,false,false,true,false,false,true,true,false,false,false
mix énergétique,false,false,true,false,false,true,true,false,false,false
mnhn,false,false,false,false,false,false,false,true,true,true
mobilité douce,false,false,false,false,false,false,false,false,true,false
mobilité durable,false,false,false,false,false,false,false,true,true,true
modèle agricole,false,false,false,false,false,false,false,false,true,false
modifier nos fonds marins,false,false,false,false,false,false,false,true,true,true
moineau,false,true,false,false,false,false,false,false,false,false
moins consommer,false,true,false,false,false,false,false,false,false,false
moins de béton,false,true,false,false,false,false,false,false,false,false
moins de fertilisant,false,false,false,false,false,false,false,false,true,false
moins de produits phytosanitaires,false,false,false,false,true,false,false,false,true,false
moins de viande,false,false,false,false,false,false,false,true,true,false
moins gaspiller,false,false,false,false,false,false,false,false,true,false
moins jeter,true,false,false,false,false,false,false,false,false,false
moins polluant,false,false,false,false,false,false,false,true,true,false
moins polluer,false,false,false,false,false,false,false,false,true,false
moins prendre l'avion,true,false,false,false,false,false,false,false,false,false
mois le plus chaud,false,false,false,false,false,false,false,true,true,false
mollusque,false,false,false,false,false,false,false,false,true,false
montagne,false,true,false,false,false,false,false,false,false,false
montée des eaux,false,true,false,false,false,false,false,false,false,false
montée du niveau de la mer,false,false,false,false,false,false,false,true,false,false
montée du niveau des océans,false,false,false,false,false,false,true,false,false,true
mort à cause de la canicule,false,false,false,false,false,false,true,false,false,true
mort à cause de la chaleur,false,false,false,false,false,false,true,false,false,true
mort liées à la canicule,false,false,false,false,false,false,true,false,false,true
mort liées à la chaleur,false,true,false,false,false,false,false,false,false,false
mortalité des forêts,false,true,false,false,false,false,false,false,false,false
mortalité forestière,false,false,true,false,false,true,false,false,false,true
morte à cause de la canicule,false,false,false,false,false,true,false,false,false,false
morte à cause de la chaleur,false,false,false,false,false,true,false,false,false,false
mousseur,false,false,false,false,false,false,false,false,true,false
moustique,false,false,false,true,false,false,false,false,false,false
moustique tigre,false,false,false,true,false,false,false,false,false,false
multinationale agroalimentaire,false,false,true,false,false,false,false,false,false,false
muséum d'histoire naturelle,false,false,false,false,false,false,false,false,true,false
mutation écologique,false,false,false,false,false,false,false,false,true,false
mycorhize,false,false,false,false,false,false,false,false,false,true
nano plastique,true,false,false,false,false,false,false,false,false,false
nappe d'eau,false,false,true,false,false,false,false,false,false,false
nappe phréatique,true,false,false,false,false,false,false,false,false,false
nature,false,false,true,false,false,false,false,false,true,true
nature empoisonée,false,false,false,false,false,false,false,false,false,true
nature empoisonnée,false,false,false,false,false,false,false,false,false,true
nature en ville,false,true,false,false,false,false,false,false,false,false
naturel,false,true,false,false,false,false,false,false,false,false
naturelle,false,false,false,true,false,true,false,false,false,false
néonicotinoïde,false,true,false,false,false,false,false,false,false,false
net zéro émission,false,false,false,false,false,false,false,false,true,false
nettoyage des fonds marins,false,false,false,false,false,false,false,false,true,false
nettoyage des océans,false,false,false,false,false,false,false,true,false,false
nettoyage des plages,false,false,false,false,false,false,false,true,false,false
neutralité carbone,false,false,false,false,false,false,false,true,false,false
neutralité climatique,false,true,false,false,false,false,false,false,false,false
nexus,false,true,false,false,false,false,false,false,false,false
nickel,false,true,false,false,false,false,false,false,false,false
nidification,false,true,false,false,false,false,false,false,false,false
nocif pour l'environnement,false,false,false,false,false,false,false,false,true,false
non humain,false,false,false,false,false,false,false,false,true,false
non intervention,false,false,false,false,false,false,false,false,true,false
non labour,false,true,false,false,false,false,false,false,false,false
non régression environnemental,false,true,false,false,false,false,false,false,false,false
norme,false,false,false,false,false,false,false,false,false,true
nous adapter à un futur incertain,false,false,false,false,false,false,false,false,true,false
nouvelles techniques génomiques,false,false,false,false,false,false,false,false,true,false
nucléaire,false,false,true,false,false,false,true,false,false,true
objectif climatique,false,false,false,false,false,false,false,false,true,false
océan,false,true,false,false,false,false,false,false,false,false
océanographe,false,false,true,false,false,false,false,false,true,false
ofb,false,false,false,false,false,false,false,true,true,true
office français de la biodiversité,false,false,false,false,false,false,false,true,false,false
office national des forêts,false,false,false,false,false,false,false,true,false,false
ogm,false,false,false,false,false,false,false,false,true,false
oiseau,false,false,false,false,false,false,false,false,true,false
ombre,false,true,false,false,false,false,false,false,false,false
ombrière,true,false,false,false,false,false,false,false,false,false
oms,false,false,false,false,false,true,false,false,true,false
one health,false,false,false,false,false,false,false,false,true,false
or noir,false,false,true,false,false,false,false,false,true,false
organisation mondiale de la santé,false,true,false,false,false,false,false,false,false,false
organisme génétiquement modifiée,false,false,false,false,false,false,false,true,true,true
organisme vivant,false,false,false,false,false,false,false,true,true,true
ouragan,false,false,false,false,false,false,false,true,true,true
ours,false,false,false,false,false,false,false,false,true,true
ours polaire,false,false,false,false,false,false,false,false,true,true
ozone,false,false,false,false,false,true,true,false,false,false
pacte rse,false,true,false,false,false,false,false,false,false,false
pacte vert,false,true,false,false,false,false,false,false,false,false
paillage,false,false,false,false,false,false,true,false,false,true
paillage naturel,false,false,false,false,false,false,false,false,true,false
paille en plastique,false,true,false,false,false,false,false,false,false,false
palangre,false,false,false,false,false,false,false,false,true,false
panneau solaire,true,false,false,false,false,false,false,false,false,false
panneaux solaires,true,false,false,false,false,false,false,false,false,false
papillon,true,false,false,false,false,false,false,false,false,false
parc,false,true,false,false,false,false,false,false,false,false
parc éolien,false,true,false,false,false,false,false,false,false,false
parc national,false,true,false,false,false,false,false,false,false,false
parc naturel,false,false,true,false,false,false,false,false,true,false
parc naturel marin,false,false,false,false,false,true,true,false,false,false
parc photovoltaïque,false,true,false,false,false,false,false,false,false,false
parc régional,false,false,false,false,false,true,false,true,true,false
parc régionaux,false,false,false,false,false,false,false,true,true,false
parcs nationaux,false,false,false,false,false,false,false,false,true,false
partage des ressources,false,false,false,false,false,false,false,false,true,false
pas très écolo,false,false,false,false,false,false,false,false,true,false
pass rail,false,false,true,false,false,false,false,false,false,false
passer à l'électrique,false,false,false,false,false,false,false,false,true,false
passoire énergétique,false,true,false,false,false,false,false,false,false,false
passoire thermique,true,false,false,false,false,false,false,false,false,false
pathologie,false,true,false,false,false,false,false,false,false,false
patrimoine naturel,false,true,false,false,false,false,false,false,false,false
patrimoine paysager,false,false,false,false,false,true,false,false,false,false
pâturage extensif,false,true,false,false,false,false,false,false,false,false
pâturage tournant ,false,false,true,false,false,false,false,false,false,false
pêche artisanale,false,false,false,false,false,false,false,false,true,false
pêche au large,false,false,false,false,false,false,false,false,true,false
pêche côtière,false,false,false,false,false,false,false,false,true,false
pêche durable,false,false,false,false,false,false,false,false,true,false
pêche industrielle,false,false,false,false,false,true,false,false,false,false
pêche professionnelle,true,false,false,false,false,false,false,false,false,false
pêche responsable,false,true,false,false,false,false,false,false,false,false
pêcheur,false,true,false,false,false,false,false,false,false,false
pelouse,true,false,false,false,false,false,false,false,false,false
pénurie  ,false,false,true,false,false,false,false,false,false,false
pénurie d'eau,false,false,false,false,false,false,false,false,false,true
pénurie d’eau,false,false,true,false,false,false,false,false,true,false
pénurie de neige,false,false,false,false,true,true,true,false,false,false
performance énergétique,false,false,false,false,true,true,true,false,false,false
période la plus chaude,false,false,false,false,false,false,false,false,true,false
permaculture,false,false,false,false,true,false,false,false,true,false
permafrost,false,false,false,false,false,true,false,false,false,false
perméabilisation des sols,false,false,false,false,false,false,false,false,true,false
permet à l'eau de s'infiltrer,false,false,false,false,false,false,false,false,true,false
permettre à l'eau de s'infiltrer,false,false,false,false,false,false,false,false,true,false
personnalité juridique des éléments naturels,false,false,false,false,false,true,false,false,false,false
perte agricole,true,false,false,false,false,false,false,false,false,false
perte d’habitats,true,false,false,false,false,false,false,false,false,false
perte de biodiversité,true,false,false,false,false,false,false,false,false,false
perte nette de biodiversité,false,false,false,false,false,false,false,false,false,true
perturbateur endocrinien,false,true,false,false,false,false,false,false,false,false
perturbation des écosystèmes,false,false,false,true,false,false,false,false,false,false
perturbation des habitats,false,false,false,true,false,true,false,false,false,false
perturbation du cycle de l’eau,false,false,false,false,true,false,false,false,false,false
pesticide,false,false,false,false,true,false,false,false,false,false
pesticide résiduel,false,true,false,false,false,false,false,false,false,false
petite pêche,false,false,false,false,false,false,false,false,true,false
pétrole,true,false,false,false,false,false,false,false,false,false
pfas,true,false,false,false,false,false,false,false,false,false
pfoa,true,false,false,false,false,false,false,false,false,false
pfos,false,false,true,false,false,false,false,false,true,false
photosynthèse,false,false,true,false,false,false,false,false,true,false
photovoltaïque,false,false,true,false,false,false,false,false,true,false
piégé par les eaux,false,false,false,false,false,false,false,false,true,true
pigeon,false,false,true,false,false,false,false,false,true,false
pins,false,false,true,false,false,false,false,false,true,false
plage de ponte,false,false,true,false,false,false,false,false,true,false
plan biodiversité,false,false,true,false,false,false,false,false,true,false
plan de prévention des risques littoraux,false,false,false,false,false,false,false,false,true,false
plan national d’action,true,false,false,false,false,false,false,false,false,false
plan national santé environnement,false,false,false,false,false,false,false,true,false,false
plancton,false,false,false,false,false,false,false,true,false,false
planétaire,false,false,false,false,false,false,false,false,true,false
planète,false,false,false,false,true,true,false,false,false,false
planification écologique,false,true,false,false,false,false,false,false,false,false
plantant des arbres,false,false,true,false,false,false,false,false,true,true
plantation,false,false,false,false,false,false,false,false,true,false
plantation d'arbres,false,false,true,false,false,false,false,false,true,false
plantation des haies,true,false,false,false,false,false,false,false,false,false
plantation en pleine terre,true,false,false,false,false,false,false,false,false,false
plante des arbres,false,true,false,false,false,false,false,false,false,false
planté des arbres,false,false,true,false,false,false,false,false,false,false
plante exotique envahissante,false,false,false,false,false,false,false,false,true,false
plante exotique invasive,false,false,false,false,false,false,false,false,true,false
plante exotique très invasive,true,false,false,false,false,false,false,false,false,false
plantent des arbres,false,false,true,false,false,false,true,false,false,false
planter des arbres,true,false,false,false,false,false,false,false,false,false
planter des haies,false,false,false,false,false,false,false,false,true,false
plastique,false,false,false,false,false,false,false,true,true,false
plastique recyclé,false,false,true,false,false,false,false,false,false,false
plessage,false,false,true,false,false,false,false,false,false,false
plomb,false,false,true,false,false,false,false,false,true,false
pluie extrême,false,false,false,false,false,true,false,false,false,false
pluie intense,false,false,false,false,false,false,true,false,false,false
pluie torrentielle,false,false,false,false,false,false,true,false,false,false
plus chaud que la normale,false,false,false,false,false,false,true,false,false,false
plus chaude que la normale,false,false,false,false,false,false,true,false,false,false
plus d'oxygène,false,false,false,false,false,false,true,false,false,false
plus d’oxygène,false,false,false,false,false,false,false,false,true,false
plus de saisons,false,false,false,false,true,true,true,false,false,false
plus durable,false,false,false,false,false,false,false,true,false,false
plus naturel,false,false,false,false,false,false,false,false,true,false
plus naturelle,false,false,false,false,false,false,false,false,true,false
plus sec que la normale,false,false,false,false,false,false,false,false,true,false
pluviométrie importante,true,false,false,false,false,false,false,false,false,false
pna,false,false,false,false,false,false,false,false,true,false
poid lourd électrique,true,false,false,false,false,false,false,false,false,false
point chaud de biodiversité,true,false,false,false,false,false,false,false,false,false
poisson,false,false,false,false,false,false,false,false,true,false
politique climatique,false,true,false,false,false,false,false,false,false,false
politique de gestion des déchets,false,true,false,false,false,false,false,false,false,false
politique environnementale,false,true,false,false,false,false,false,false,false,false
politiques climatiques,false,false,true,false,false,false,false,false,true,false
pollinisateur,false,false,true,false,false,false,false,false,false,false
pollinisation,false,false,true,false,false,false,false,false,true,false
polliniser,true,false,false,false,false,false,false,false,false,false
polluant,true,false,false,false,false,false,false,false,false,false
pollue,false,false,false,false,false,false,false,false,true,false
pollué,false,false,false,false,false,false,false,false,true,false
polluée,false,false,false,false,false,false,false,false,true,false
polluer,false,false,false,false,false,false,false,false,true,false
pollueur,false,false,false,false,false,false,false,false,true,false
pollueur payeur,false,false,false,false,false,false,false,false,true,false
pollution,false,false,false,false,false,false,false,false,true,false
pollution à l’ozone,true,false,false,false,false,false,false,false,false,false
pollution atmosphérique,false,false,false,false,false,false,false,false,false,true
pollution aux particules fines,false,false,false,false,false,false,true,false,false,true
pollution chimique,true,false,false,false,false,false,false,false,false,false
pollution de l’air,false,false,false,false,false,false,false,false,false,true
pollution de l'air ,false,false,false,false,false,false,false,true,false,false
pollution de l'eau,false,false,false,false,false,false,false,true,false,false
pollution de l’eau,false,false,false,false,false,false,false,true,false,false
pollution de la mer,false,true,false,false,false,false,false,false,false,false
pollution des nappes,false,true,false,false,false,false,false,false,false,false
pollution des sols,false,true,false,false,false,false,false,false,false,false
pollution émise localement,false,false,false,false,false,true,false,false,true,false
pollution environnementale,false,true,false,false,false,false,false,false,false,false
pollution industrielle,false,true,false,false,false,false,false,false,false,false
pollution plastique,true,false,false,false,false,false,false,false,false,false
pollution record,true,false,false,false,false,false,false,false,false,false
pollution sonore,false,false,false,false,false,false,false,true,false,false
polyculture élevage,false,false,false,false,false,false,false,true,false,false
pompe à chaleur,true,false,false,false,false,false,false,false,false,false
pont thermique,false,false,false,true,false,true,true,false,false,false
posidonie,false,false,false,false,false,false,false,false,true,false
poubelle jaune,false,false,false,false,false,false,false,false,true,false
poumon vert,false,true,false,false,false,false,false,false,false,false
poussière,true,false,false,false,false,false,false,false,false,false
prairie,false,true,false,false,false,false,false,false,false,false
prairie permanente,false,true,false,false,false,false,false,false,false,false
pratique extensive,false,false,false,false,false,false,false,false,true,false
pratique vertueuse,false,false,false,false,false,false,false,false,true,false
pratiques agricoles durables,false,false,false,false,false,false,false,false,true,false
pratiques vertueuses,false,true,false,false,false,false,false,false,false,false
préjudice écologique,false,true,false,false,false,false,false,false,false,false
prendre l'avion,false,true,false,false,false,false,false,false,false,false
préservation d'espèce,false,true,false,false,false,false,false,false,false,false
préservation de la biodiversité,false,true,false,false,false,false,false,false,false,false
préservation de la nature,false,true,false,false,false,false,false,false,false,false
préservation de la ressource en eau,false,true,false,false,false,false,false,false,false,false
préservation de la végétation ,false,true,false,false,false,false,false,false,false,false
préservation des écosystèmes,false,true,false,false,false,false,false,false,false,false
préservation des espaces naturels,false,true,false,false,false,false,false,false,false,false
préservation des espèces,false,true,false,false,false,false,false,false,false,false
préservation des forêts,false,true,false,false,false,false,false,false,false,false
préservation des milieux,false,false,false,false,false,false,true,false,false,false
préservation des prairies,false,true,false,false,false,false,false,false,false,false
préservation des sols,true,false,false,false,false,false,false,false,false,false
préserver,false,false,false,false,false,false,false,true,false,false
préserver l'eau,false,false,false,false,false,false,false,true,false,false
préserver l’existant,false,false,false,false,false,false,false,true,false,false
préserver la biodiversité,false,false,false,false,false,false,false,true,false,false
préserver la forêt,false,false,true,false,false,false,false,false,false,false
préserver la nature,false,false,false,false,false,true,true,false,false,false
préserver les écosystèmes,false,true,false,false,false,false,false,false,false,false
préserver les espèces,false,false,false,false,false,false,true,false,false,false
préserver les fonds marins,false,false,false,false,false,false,false,false,false,true
préserver les forêts,false,true,false,false,false,false,false,false,false,false
préserver les haies,false,true,false,false,false,false,false,false,false,false
préserver les milieux,false,false,true,false,false,false,false,false,false,false
préserver les sols,false,false,false,false,true,true,false,false,false,false
pression,false,false,false,false,true,false,false,false,false,false
pression sur les milieux naturels,false,false,false,false,false,false,false,false,true,false
prévention des catastrophes naturelles,false,false,false,false,false,false,false,false,false,true
prévention des inondations,false,false,false,false,false,false,false,false,true,false
prime à la casse,true,false,false,false,false,false,false,false,false,false
principe de précaution,false,false,true,false,false,false,false,false,true,false
printemps le plus pluvieux,true,false,false,false,false,false,false,false,false,false
prise de conscience écologique,true,false,false,false,false,false,false,false,false,false
prise de conscience environnementale,false,true,false,false,false,false,false,false,false,false
problème de sécurité alimentaire,false,false,true,false,false,false,false,false,false,false
problème sanitaire,false,true,false,false,false,false,false,false,false,false
productivisme,true,false,false,false,false,false,false,false,false,false
productiviste,false,false,false,true,false,false,false,false,false,false
produire en europe,false,false,false,false,false,false,false,false,true,false
produit chimique,false,false,false,false,false,false,false,false,true,false
produit phytosanitaire,false,false,false,false,false,false,false,false,true,false
produit toxique,false,false,false,false,false,false,false,true,false,true
produits en vrac,true,false,false,false,false,false,false,false,false,false
produits locaux,true,false,false,false,false,false,false,false,false,false
produits verts,true,false,false,false,false,false,false,false,false,false
prolifération ,true,false,false,false,false,false,false,false,false,false
prolifération d'espèces,false,false,false,false,false,false,false,false,true,false
prolifération de moustiques,false,false,false,false,false,false,false,false,true,false
prolifération des moustiques,true,false,false,false,false,false,false,false,false,false
protection d'espèces,false,false,true,false,false,false,false,false,true,false
protection de l'environnement,false,true,false,false,false,false,false,false,false,false
protection de la barrière de corail,false,true,false,false,false,false,false,false,false,false
protection de la biodiversité,false,false,false,false,false,false,false,true,false,false
protection de la faune et de la flore,true,false,false,false,false,false,false,false,false,false
protection de la mangrove,false,false,false,false,false,false,false,false,true,false
protection de la nature,false,false,false,false,false,false,false,false,true,false
protection de la planète,false,false,false,false,false,false,false,false,true,false
protection des coraux,true,false,false,false,false,false,false,false,false,false
protection des côtes,true,false,false,false,false,false,false,false,false,false
protection des cours d’eau,false,false,false,false,false,false,false,false,true,false
protection des écosystèmes,false,false,false,false,false,false,false,false,true,false
protection des espèces,true,false,false,false,false,false,false,false,false,false
protection des fonds marins,true,false,false,false,false,false,false,false,false,false
protection des forêts,false,false,true,false,false,false,false,false,true,false
protection des habitats,false,true,false,false,false,false,false,false,false,false
protection des milieux,false,false,false,false,false,false,false,false,true,false
protection des océans,false,false,false,false,false,false,false,true,true,false
protection des oiseaux,false,false,false,false,false,false,false,true,false,false
protection des tourbières,false,false,false,true,false,false,false,false,false,true
protection des zones côtières,false,true,false,false,false,false,false,false,false,false
protection des zones humides,false,true,false,false,false,false,false,false,false,false
protection du récif corallien,false,true,false,false,false,false,false,false,false,false
protection du vivant,false,true,false,false,false,false,false,false,false,false
protection environnementale,false,false,true,false,false,false,false,false,false,false
protège les oiseaux,false,true,false,false,false,false,false,false,false,false
protéger la biodiversité,false,false,false,false,false,false,true,false,false,false
protéger la faune et la flore,false,false,false,false,false,false,true,false,false,false
protéger la nature,false,false,false,false,false,false,true,false,false,true
protéger le littoral,false,false,false,false,false,false,true,false,false,false
protéger le vivant,false,false,true,false,false,false,false,false,true,false
protéger les espèces,false,false,false,false,false,false,true,false,false,false
protéger les fonds marins,false,false,false,false,false,false,false,false,false,true
protéger les forêts,false,false,true,false,false,false,false,false,false,false
protéger les habitats,false,false,false,false,false,false,true,false,false,true
protéger les milieux,true,false,false,false,false,false,false,false,false,false
protéger les oiseaux,true,false,false,false,false,false,false,false,false,false
protéger les sols,false,false,false,false,false,false,false,false,true,false
protocole de montréal,false,false,false,false,false,false,false,false,true,false
ptfe,true,false,false,false,false,false,false,false,false,false
puit de pétrole,false,true,false,false,false,false,false,false,false,false
puits carbone,false,false,false,false,false,false,false,false,true,false
puits de carbone,true,false,false,false,false,false,false,false,false,false
qualité de l'eau,true,false,false,false,false,false,false,false,false,false
qualité de l’eau,false,false,false,false,false,false,false,false,true,false
quarante degrés,false,false,false,false,false,false,false,false,true,false
quota de pêche,false,true,false,false,false,false,false,false,false,false
raréfaction de l’eau,false,false,false,false,false,false,false,false,true,false
raréfaction de la ressource en eau,false,false,false,false,false,false,false,false,true,false
rareté de la ressource en eau,false,false,false,false,false,false,false,true,true,false
rareté saisonnière de la ressource en eau,false,false,false,false,false,false,false,true,true,false
rationnement ,true,false,false,false,false,false,false,false,false,false
rationner,false,false,false,false,false,false,false,false,true,false
ré ensauvagement,true,false,false,false,false,false,false,false,false,false
réacteur nucléaire,true,false,false,false,false,false,false,false,false,false
reboisement,false,false,false,false,false,false,false,false,true,false
reboiser,true,false,false,false,false,false,false,false,false,false
recharge,false,false,false,false,false,false,false,true,true,false
réchauffement,false,false,false,false,false,false,false,false,true,false
réchauffement de l’atmosphère,false,false,false,false,false,false,false,true,true,false
réchauffement des océans,false,false,false,false,false,false,false,false,true,false
réchauffement des températures,false,false,false,false,false,false,false,false,true,false
réchauffement planétaire,false,false,false,false,false,false,false,false,true,false
récif,false,false,false,false,false,false,false,false,true,false
récif corallien,false,false,false,false,false,false,false,false,true,false
record de température,true,false,false,false,false,false,false,false,false,false
recul du trait de côte,true,false,false,false,false,false,false,false,false,false
récupérateur d'eau,true,false,false,false,false,false,false,false,false,false
récupérateur d’eau,true,false,false,false,false,false,false,false,false,false
récupérer l'eau,false,false,false,false,false,false,false,false,true,false
récupérer l'eau ,true,false,false,false,false,false,false,false,false,false
récupérer le plastique,false,false,false,false,false,false,false,false,true,false
recyclable,true,false,false,false,false,false,false,false,false,false
recyclage,true,false,false,false,false,false,false,false,false,false
recyclant,true,false,false,false,false,false,false,false,false,false
recycle,false,false,false,false,false,false,false,false,true,false
recycler,true,false,false,false,false,false,false,false,false,false
recycler ,true,false,false,false,false,false,false,false,false,false
recyclerie,true,false,false,false,false,false,false,false,false,false
red ensauvagement,false,true,false,false,false,false,false,false,false,false
réduction de l’empreinte biodiversité,false,false,false,false,false,false,true,false,false,false
réduction de l’usage des insecticides,false,false,false,false,false,false,true,false,false,false
réduction de l’usage des pesticides,false,false,false,false,false,true,false,false,false,false
réduction de la consommation,false,false,false,false,false,true,false,false,true,false
réduction de la consommation ,false,false,false,false,false,true,false,false,true,false
réduction de la demande en eau,false,false,false,false,false,false,false,true,false,false
réduction des déchets,false,false,false,false,false,false,false,true,false,false
réduction des émissions de carbone,false,true,false,false,false,false,false,false,false,false
réduction des émissions de gaz à effet de serre,true,false,false,false,false,false,false,false,false,false
réduction des gaspillages énergétiques,false,false,false,false,false,false,false,true,false,false
réduction des pesticides,false,false,false,false,false,false,false,true,false,false
réduction des risques naturels,false,false,false,false,false,false,false,true,false,false
réduction du cheptel,false,false,false,false,false,false,false,true,false,false
réduction du gaspillage alimentaire,true,false,false,false,false,false,false,false,false,false
réduction du gaspillage énergétique,false,false,false,false,false,false,false,false,false,true
réduire l’élevage intensif,false,false,false,false,false,false,false,false,true,false
réduire l'usage des pesticides,false,false,false,false,false,true,true,false,false,false
réduire la consommation,true,false,false,false,false,false,false,false,false,false
réduire la consommation d’eau,true,false,false,false,false,false,false,false,false,false
réduire la pollution ,false,false,false,true,false,true,false,false,false,false
réduire la pollution plastique,false,true,false,false,false,false,false,false,false,false
réduire la production de plastique,false,true,false,false,false,false,false,false,false,false
réduire le cheptel,false,false,false,false,false,false,false,false,true,false
réduire le trafic aérien,false,true,false,false,false,false,false,false,false,false
reduire les emballages,false,true,false,false,false,false,false,false,false,false
réduire les émissions d’azote,false,false,false,false,false,false,false,false,true,false
réduire les émissions de carbone,false,false,false,false,false,false,false,false,true,false
réduire les émissions de gaz à effet de serre,false,true,false,false,false,false,false,false,false,false
réduire sa consommation de viande,true,false,false,false,false,false,false,false,false,false
réemploi,false,false,false,false,true,false,false,true,false,true
reforestation,false,false,false,false,false,false,false,true,false,false
réfugié climatique,false,false,false,false,false,false,false,true,false,true
régénération,true,false,false,false,false,false,false,false,false,false
régénération naturelle,true,false,false,false,false,false,false,false,false,false
regénérer les écosystèmes,true,false,false,false,false,false,false,false,false,false
réglementation environnementale ,false,false,false,false,false,false,false,false,false,true
régulation biologique,false,false,false,false,false,false,false,false,false,true
régulation de la surpêche,false,false,false,false,false,false,true,false,false,true
régulation des crues,false,false,false,false,false,false,false,false,false,true
régulation naturelle,false,false,false,false,false,false,true,false,false,true
réguler les températures,true,false,false,false,false,false,false,false,false,false
réhabiliter les cours d'eau ,false,false,false,false,false,false,false,false,false,true
réhabiliter les milieux humides,false,false,false,false,false,false,false,false,true,false
réintroduction,true,false,false,false,false,false,false,false,false,false
réintroduction d'espèce,true,false,false,false,false,false,false,false,false,false
réintroduction des espèces,true,false,false,false,false,false,false,false,false,false
rejet polluant,false,false,false,false,false,false,false,false,false,true
rejets industriels,true,false,false,false,false,false,false,false,false,false
relation au vivant ,false,false,false,false,false,false,false,true,false,true
relocaliser la production,false,false,false,false,false,false,false,false,false,true
reméandrage,false,true,false,false,false,false,false,false,false,false
remise à ciel ouvert,false,true,false,false,false,false,false,false,false,false
remplacer les énergies fossiles ,false,true,false,false,false,false,false,false,false,false
renard,true,false,false,false,false,false,false,false,false,false
renaturation,true,false,false,false,false,false,false,false,false,false
renaturer,false,false,true,false,false,false,false,false,true,false
renaturer ,false,false,true,false,false,false,false,false,false,true
renforcer les digues,false,false,false,false,true,true,true,false,false,false
renforcer les dunes,false,false,true,false,false,false,false,false,true,false
rénovation,true,false,false,false,false,false,false,false,false,false
rénovation des batiments,false,false,false,false,false,false,false,false,false,true
rénovation énergétique,false,false,false,false,false,false,false,true,false,true
rénovation thermique,false,false,false,false,false,false,false,true,false,true
repair cafés,true,false,false,false,false,false,false,false,false,false
réparabilité,true,false,false,false,false,false,false,false,false,false
réparation,false,false,false,false,false,false,false,false,false,true
replantation,false,false,true,false,false,false,false,false,true,false
replanté,false,false,true,false,false,false,false,false,true,false
replante ,false,false,false,true,false,true,false,false,false,false
replanter,false,false,false,false,false,false,false,false,false,true
replanter ,false,false,true,false,false,true,true,false,false,false
réseau de chaleur,false,true,false,false,false,false,false,false,false,false
réseaux de chaleur,false,true,false,false,false,false,false,false,false,false
réserve d’eau,false,false,true,false,false,false,false,false,true,true
réserve d'eau ,false,false,false,false,true,false,true,false,false,true
réserve de biosphère,false,false,false,false,false,false,false,false,true,false
réserve de chasse,false,true,false,false,false,false,false,false,false,false
réserve naturelle,true,false,false,false,false,false,false,false,false,false
réserve sauvage,true,false,false,false,false,false,false,false,false,false
réservoir d'hydrogène,true,false,false,false,false,false,false,false,false,false
réservoir de biodiversité,true,false,false,false,false,false,false,false,false,false
résilience des écosystèmes,true,false,false,false,false,false,false,false,false,false
résistance thermique,true,false,false,false,false,false,false,false,false,false
résistant à la sécheresse,true,false,false,false,false,false,false,false,false,false
résistante à la sécheresse,true,false,false,false,false,false,false,false,false,false
respect de l’environnement,false,false,false,false,true,true,false,false,false,false
respecte la nature,true,false,false,false,false,false,false,false,false,false
respecter la nature,true,false,false,false,false,false,false,false,false,false
respectueuse de l'environnement,true,false,false,false,false,false,false,false,false,false
respectueuse de la nature,false,false,false,false,false,false,false,false,true,false
respectueux de l'environnement,true,false,false,false,false,false,false,false,false,false
respectueux de l’environnement,false,false,false,false,false,false,true,false,false,false
respectueux de la nature,false,false,false,false,false,false,true,false,false,false
responsable,true,false,false,false,false,false,false,false,false,false
